,CON-001,CON-002,CON-003,CON-004,CON-005,CON-006,CON-007,CON-008,CON-009,CON-010,CON-011,CON-012,CON-013,CON-014,CON-015,CON-016,CON-017,CON-018,CON-019,CON-020,CON-021,CON-022,CON-023,CON-026,CON-027,CON-028,CON-029,CON-031,CON-032,CON-033,CON-034,CON-035,CON-036,CON-037,CON-038,CON-039,CON-040,CON-041,CON-042,CON-043,CON-044,CON-045,CON-046,CON-047,CON-048,CON-049,CON-050,CON-051,CON-052,CON-053,CON-054,CON-055,CON-056,CON-057,CON-058,CON-059,CON-060,CON-061,CON-062,CON-063,CON-064,CON-065,CON-066,CON-067,CON-068,CON-069,CON-070,CON-071,CON-072,CON-073,CON-074,CON-075,CON-076,CON-077,CON-078,CON-079,CON-080,CON-081,CON-082,CON-083,CON-084,CON-085,CON-086,CON-087,CON-088,CON-089,CON-090,CON-091,CON-092,CON-093,CON-095,CON-096,CON-097,CON-098,CON-099,CON-101,CON-104,CON-105,CON-106,CON-107,DLF001,DLF002,DLF003,DLF004,DLF005,DLF006,DLF007,DLF008,DLF009,DLF010,DLF012,DLF013,DLF014,DLM001,DLM002,DLM003,DLM004,DLM005,DLM006,DLM007,DLM008,DLM009,DLM010,DLM011,DLM012,DLM013,DLM014,DLM015,DLM016,DLM017,DLM018,DLM019,DLM020,DLM021,DLM022,DLM023,DLM024,DLM027,DLM028,DOF002,DOF003,DOF004,DOF006,DOF007,DOF008,DOF009,DOF010,DOF011,DOF012,DOF013,DOF014,DOM001,DOM003,DOM005,DOM008,DOM010,DOM012,DOM013,DOM014,DOM015,DOM016,DOM017,DOM018,DOM019,DOM020,DOM021,DOM022,DOM023,DOM024,DOM025,DOM026,NLF001,NLF002,NLF005,NLF006,NLF007,NLF008,NLF009,NLF010,NLF011,NLF012,NLF013,NLF014,NLF015,NLM001,NLM002,NLM003,NLM004,NLM005,NLM006,NLM007,NLM008,NLM009,NLM010,NLM015,NLM016,NLM017,NLM021,NLM022,NLM023,NLM024,NLM025,NLM026,NLM027,NLM028,NLM029,NLM031,NLM032,NOF001,NOF002,NOF004,NOF005,NOF006,NOF007,NOF008,NOF009,NOF010,NOF011,NOF012,NOF013,NOF014,NOM001,NOM002,NOM004,NOM005,NOM007,NOM008,NOM009,NOM010,NOM012,NOM013,NOM014,NOM015,NOM016,NOM017,NOM018,NOM019,NOM020,NOM022,NOM023,NOM025,NOM026,NOM027,NOM028,NOM029,T2D-001,T2D-002,T2D-003,T2D-004,T2D-005,T2D-006,T2D-007,T2D-008,T2D-009,T2D-010,T2D-011,T2D-012,T2D-013,T2D-014,T2D-015,T2D-016,T2D-017,T2D-018,T2D-019,T2D-020,T2D-021,T2D-022,T2D-023,T2D-024,T2D-025,T2D-026,T2D-028,T2D-029,T2D-030,T2D-031,T2D-036,T2D-039,T2D-040,T2D-041,T2D-042,T2D-043,T2D-044,T2D-045,T2D-046,T2D-047,T2D-048,T2D-049,T2D-050,T2D-051,T2D-052,T2D-053,T2D-054,T2D-055,T2D-056,T2D-057,T2D-058,T2D-059,T2D-060,T2D-062,T2D-063,T2D-064,T2D-065,T2D-066,T2D-067,T2D-068,T2D-069,T2D-070,T2D-071,T2D-072,T2D-073,T2D-074,T2D-075,T2D-076,T2D-077,T2D-078,T2D-079,T2D-080,T2D-081,T2D-082,T2D-083,T2D-084,T2D-085,T2D-086,T2D-087,T2D-088,T2D-089,T2D-090,T2D-091,T2D-092,T2D-093,T2D-094,T2D-095,T2D-096,T2D-097,T2D-098,T2D-099,T2D-100,T2D-101,T2D-102,T2D-103,T2D-104,T2D-105,T2D-106,T2D-107
s__Lachnospiraceae_bacterium_8_1_57FAA,0,0,0,0,0,0,0,0,27641,0,0,0,0,0,21488,0,0,0,0,0,0,41665,0,0,0,0,197090,8069,6304,7672,0,0,0,20520,0,0,10744,0,0,0,0,0,0,22553,10381,16834,0,11306,0,0,0,0,0,6677,0,27792,845693,217546,8047,0,0,386513,0,0,5493,293687,0,0,228287,0,0,0,334671,3338,0,7615,2376,0,211142,63748,0,0,0,7183,0,0,0,0,0,0,0,0,0,0,56330,9264,0,19661,0,111456,0,0,23923,11965,0,0,7656,0,0,0,0,0,302834,5448,0,0,12064,0,64335,0,129579,0,0,0,0,0,0,0,0,0,9748,46284,0,0,0,0,0,106800,19020,0,0,0,0,0,51451,0,0,76374,0,0,0,0,0,0,0,0,0,0,0,12495,0,6844,44348,0,0,44735,0,0,0,0,0,678860,0,0,4632,0,0,0,0,0,84684,25596,0,0,525419,27474,0,52551,0,0,0,0,16139,0,0,0,0,0,4481,0,0,0,0,0,0,0,0,0,0,0,12255,0,0,0,0,48203,0,0,0,23930,0,21925,35947,0,0,24462,0,658658,0,0,0,0,0,59331,83178,0,0,0,0,13618,0,0,27872,0,0,0,0,0,94264,0,5264,0,0,0,0,0,30218,0,0,0,19842,0,0,0,3159,15462,0,0,382119,0,0,650644,33370,0,0,0,4874,31769,0,0,8851,0,0,0,0,0,0,0,0,68713,15170,0,0,0,0,213432,0,0,0,11492,0,0,0,0,0,5151,0,27872,53777,386573,0,0,0,0,0,0,0,334464,0,0,0,0,8047,0,0,0,0,0,0,0,0,0,6807,0,14237,0,0,3817,0,52557,118593,569097,0,0
s__Ruminococcus_torques,725482,279355,121238,395941,1045697,2113875,1483589,98732,85056,909269,31960,159449,18885,114582,436021,513869,752853,438118,110320,267666,721105,249948,3166326,276381,43803,1492043,250371,891669,55605,54140,153569,254090,328515,239861,1261248,288413,32047,643239,685064,596306,102339,2406553,41990,179064,18313,113862,21496,452285,790541,326112,544105,422744,136514,518358,158104,257439,174390,82251,886774,305757,369886,427662,228257,841697,38782,611729,25085,199487,128158,565360,403249,235803,165817,292190,185019,8617,71140,328410,136292,118723,580410,542794,554612,253443,1190611,985043,766119,173039,756286,140624,301310,211302,869574,5304723,223620,237052,617198,997285,2925533,473752,378830,429792,274341,110840,1765754,1044816,141223,133577,313047,440025,543940,416778,69572,67308,165383,1210020,66955,169218,138733,71927,176665,212337,417746,43672,910280,126654,228915,273190,589784,97821,266583,54442,5215,393841,7811911,1170787,293037,1762226,151017,322110,123355,462732,168369,143571,3023650,455200,839168,67374,157338,963984,210700,229065,273122,34044,500611,272107,373127,278698,437201,202289,250260,60384,91285,151161,211802,153465,674839,185761,140756,275220,1213401,176454,209845,129143,305626,296415,29531,404211,328415,123696,99610,195681,152300,173116,167653,56552,1103017,984783,92285,1496096,223573,802392,49835,280253,1487749,30648,500499,350747,169967,361109,41288,161226,1171161,334659,758318,308514,1034291,504588,369342,127493,81089,1069786,98373,902083,919870,196677,629400,207059,437765,49260,1516597,344286,317113,305305,117679,189899,154321,2253075,142650,545168,462747,160087,336688,68041,81532,655618,308541,31883,605815,354416,238777,173829,56071,386931,181076,1299263,368112,2988719,422714,162799,9911,1048192,425840,678408,35440,187037,479797,380002,203535,1626172,40345,256337,664401,398756,388721,72746,517501,627648,887958,425175,568429,2742375,803230,554926,1203274,649798,242698,238237,841078,371928,494514,202145,732350,1376782,3009210,163583,2564849,731580,1315788,460258,200724,2258516,286979,637243,140445,257872,662318,2464777,974500,349809,678839,519231,704187,482660,4016586,40907,2284781,801168,42168,714534,701875,749888,719697,265668,287164,377333,95587,154133,349182,336685,5050239,2197241,532644,933381,87425,930681,3558170,1381591,136957,240625,697934,2221563,771202,177623,331371,2141515,140295,449167,437549,30910,209243,137597,429537,183750
s__Lachnospiraceae_bacterium_3_1_46FAA,18019,0,13934,2572,10360,221204,127207,0,0,0,4379,1743,568,2354,0,0,32166,368988,8587,2376,12150,1612,230062,9554,2292,568,3582,0,11483,10380,10913,2076,19909,8180,808,0,257,17845,67721,92509,2996,147539,284,341,0,0,0,121164,0,37260,16644,2255,459,2072,1379,2671,0,0,30139,2973,16735,127595,17477,37411,2973,0,821,172073,1856,2912,39442,29695,3335,4432,0,81,1379,1584,1642,225005,2376,1517,37103,0,813,3013,970,2671,39517,13831,24641,0,83307,36324,12552,3335,366,808,171276,0,16662,0,1856,23063,389161,52438,0,0,3751,4153,0,433,0,10838,0,102283,248,11502,0,656,37376,0,1630,248,194149,49808,79186,7268,614,1856,1707,15474,0,19207,19467,0,0,0,1342,2912,3245,16644,0,0,0,0,62264,2426,0,123730,20754,14826,1307,0,573,683,13866,6729,12216,0,0,2201,328,11582,7565,900,2128,504,177665,5026,2137,0,3899,56157,63819,357490,43464,515,3899,2808,9800,366,0,2379,1188,2128,36923,0,5593,52475,211,72797,0,9381,1642,2292,406,30866,653422,21621,504,2292,1707,0,290,2128,66495,8951,8180,3196,9427,0,0,0,43179,2201,96307,0,17845,5282,133204,1123,0,0,0,84699,813,0,10174,23338,1188,0,0,47224,0,9733,13191,1873,0,0,0,5019,25161,2428,17827,17578,3909,1598,0,1890,11502,163,3560,27891,3294,0,4713,257,0,40666,0,3278,1100,0,0,5021,983,1101,15552,3749,7378,366,0,2426,68209,1342,1068,0,1517,24799,17297,2426,4702,9884,306461,145,136038,77473,89570,32852,0,1642,18756,88856,2376,32005,66580,35800,0,0,3581,23776,20769,1387,0,36065,293021,0,559,22071,0,545,4364,54843,0,2137,211,1068,4702,2201,42581,88738,14186,47680,4758,40469,208944,993,0,8333,9427,1469,561,1873,1517,81014,813,0,315,0,122481,0,10380,3939
s__Lachnospiraceae_bacterium_2_1_58FAA,0,401,0,0,849,3310,265671,10839,249155,129340,236,0,6869,76899,563,1309287,41705,94922,85,0,8977,0,5489,0,0,450221,25956,8039,0,0,869,1070,2614,0,4159,2984,2256,0,1578,2752,21048,789660,7281,0,8924,563,1894,4571,8796,18989,670,7038,0,93969,283,7395,465930,0,393,6102,0,628502,903,158297,0,1763478,0,0,0,0,153739,11219,0,2256,1127,393,0,753,0,1337,0,10606,7038,1121,21015,85,127560,0,43442,0,0,12948,47740,4387,0,5653,11561,1127,0,0,0,174,903,1180,0,4797,56635,563,2406,11965,5672,404,98824,1392,0,39233,55333,1868,15706,1574,1038,426007,5971,787,363596,1574,0,21896,0,13876,0,0,30425,2596,0,283,1415351,14647,5625,0,404,8936,0,563,919,142,210,19642,33652,0,3006,17419,6869,25240,76417,0,0,283,404,5135,139486,69278,670,0,0,0,0,8516,15927,0,9354,5835,5757,0,118,0,542,8987,292,1860,0,668,1894,11091,0,3711,0,356,11219,247300,7038,11519,9655,3386,0,1604,65520,170,0,319610,1260,903,0,12579,205409,236,308649,1127,285,12948,0,2684,9246,18778,0,21896,0,916,1426,5757,0,1849,15594,15239,14025,0,28708,712,8248,0,0,230451,0,0,1254,0,0,0,18778,0,0,732418,13590,8676,114320,14543,154146,926967,5040,3174,0,226,0,127081,5672,407,971,6186,7901,1533,1790,226,1941,8603,2827896,1260,273,7621,0,182584,2406,15408,21751,16096,124777,0,0,153531,3599,45473,25564,12516,1049561,5279,24404,6610,291029,497,26736,0,23567,21184,21015,809,12579,4159,69494,45412,23897,15298,0,1533,809,69278,95762,0,75214,4945,210,4574,87713,0,19600,2077,1027,14310,101525,141364,0,341244,404,0,9688,998979,5703,3162,89482,809,28718,0,916,210,0,1604,1941,0,36038,105,1820867,33652,9550,356,0,930
s__Ruminococcus_gnavus,8308,8617,3063,147641,13454,21116,1207287,218111,860313,348602,25938,1948390,87008,299409,194075,5118065,250533,262368,357821,4863,132177,12764,106932,69402,0,1247726,1830923,191595,9536,3117,45447,9752,26898,5281,40911,696529,1745,908,10444,60100,107348,1357881,332899,84779,110804,639571,222019,1499424,103997,63294,3098,77379,1392,64450,27838,50587,1591247,977,33112,0,120308,1840623,4435,203079,0,5746363,398,796,13419,71893,380658,55344,25938,240113,191694,33902,8679,98528,0,205788,4863,219272,52260,168163,75374,7018,191996,51075,140250,1026,34103,971800,113290,98487,4577,25938,1260976,14763,5532190,1113,872969,419,0,14339,20182,17208,257714,893157,3833,0,31792,152864,537426,13162,1467,398085,184569,21193,60753,25924,12337,1592849,527473,79128,1655018,62524,14495,227618,498609,39010,3207,4124,48532,10961,24612,366588,2049854,32064,33606,1042,5400,41675,1092143,375231,449008,5281,2919,212969,1373333,98570,11621,87713,0,55627,361172,153257,22998,31788,5705,29625,291313,18830,4396,16301,110657,48173,25938,93610,3762,10961,684634,26743,514041,244,233,1111,175126,277,71081,27601,2222,48501,188817,45402,513,179182,94719,2653,3954,66893,1409743,45625,1026,2813,1977,22998,2476016,35225,66893,649239,198474,0,1962,2004292,557400,32101,19772,3672,1264,5603,0,593039,60617,105778,16083,159246,4628,18052,7866,4506,1657,12239,1773624,1229705,81584,1397,180557,3324,5764,0,12099,68067,352510,2882,5316,83439,4628,25533,212079,213952,46109,1053247,514804,1285371,415663,43021,295404,211722,7228,12181,796,396784,147641,73519,31792,40064,13162,13423,2686249,10961,117139,100435,318914,847566,5637894,6627,141974,24682,1249,426432,34666,107466,69102,121132,196730,8308,3439,105200,13415,112336,1111,403465,2172868,40391,1844493,175875,27928,8679,116028,3207,154771,311738,73556,9615,3832,222813,338650,203018,10548,42416,55955,56016,6768,4716066,318866,1715,234922,22388,1849,1249,4320984,16301,1169323,22322,923030,69402,160563,610374,7858,1542203,666,27883,1983,3433246,35771,91364,320068,21296,39596,128497,8273,3833,1001,179676,66095,16645,94157,1044,5961218,318866,25533,1113,16083,908380
s__Clostridium_sp_D5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Lachnospiraceae_bacterium_1_4_56FAA,0,0,0,6497,0,9599,28209,333863,43973,0,0,0,7841,0,5754,12281,17993,0,147689,369,6995,0,53709,0,0,0,4040,0,2427,0,0,0,0,1317,0,81728,0,4854,0,4391,0,116731,3549,0,4450,7727,0,144700,36161,0,700,125697,4636,0,0,0,0,0,0,0,0,3356,0,7993,0,20413,0,0,0,0,1436,1546,0,3051,0,0,0,382,800,6668,238,13376,350,0,0,6881,15170,0,6739,0,5822,0,5177,0,0,0,0,0,31411,0,119552,2067,0,0,0,0,0,10923,1449,0,576,31038,904,0,0,119393,7305,380,0,12111,0,0,2206,2248,0,4115,0,0,0,0,0,336,0,0,0,0,0,0,0,0,294,8886,84996,6045,0,0,3935,5502,758,1436,576,13153,0,0,48079,0,0,0,2195,3405,7727,5993,0,4822,0,718,0,0,0,123,11262,4494,0,0,0,0,0,0,5502,3150,0,0,0,2603,0,0,10923,0,796,38260,0,18525,0,0,0,0,109805,191,0,198396,369,0,0,13309,13814,0,109282,0,658,0,0,39793,12070,2225,44420,0,4215,0,825,0,700,0,479,0,0,0,0,1583,0,0,47090,0,5295,3440,0,13494,0,0,7305,12091,9325,372,958,0,0,34133,117284,0,6103,13535,0,40716,1436,0,576,11262,0,10838,0,0,368651,6860,0,2821,0,5207,0,0,0,14769,2158,6301,0,33383,123885,0,672,0,37651,3451,15018,43890,96755,13342,18272,19492,0,22434,3192,0,17238,17920,796,0,0,0,2821,249723,6921,0,0,13270,0,0,77615,238,106468,0,1449,0,1403,0,2807,0,43534,31663,24294,83041,0,0,0,20966,0,0,0,78551,60485,250468,13781,0,21331,1449,0,2767,0,190,0,0,31817,758,0,0,123,142857
s__Clostridium_perfringens,0,0,0,0,0,0,0,0,0,0,0,11311,26981,0,0,0,0,0,0,0,0,0,0,0,0,139950,0,36249,0,0,0,0,0,0,0,0,0,0,1692,0,0,0,0,0,0,10089,0,116001,890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5015,41814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6225,0,0,0,10931,0,0,0,0,0,0,0,3625,0,0,564,0,0,0,0,0,0,0,0,0,505706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24559,0,0,0,0,0,0,13979,0,3384,0,0,0,0,0,0,0,9473,0,693,0,0,0,0,0,0,0,0,0,14014,0,0,0,0,0,0,0,7071,0,0,0,0,0,0,0,0,0,0,0,0,8751,0,0,0,0,0,1094,8990,0,0,0,0,0,0,121275,0,11687,0,0,0,0,1924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395321,0,0,0,0,0,0,0,0,0,0,0,3826,0,0,0,0,0,0,0,0,0,0,63391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21472,0,0,0,0,21335,0,0,0,0,0,0,0,0,103432,0,0,0,0,0,0,9476,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,16519,0,9453,0,90058,0,0
s__Clostridium_celatum,0,0,0,0,0,0,0,0,0,7290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27129,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,0,0,0,0,0,0,0,0,0,0,0,0,1089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7707,0,0,4933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075760,0,0,0,0,0,2590,0,0,0,0,0,14734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2234,0,0
s__Clostridium_sp_7_2_43FAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99679,0,0,0,0,0,0
s__Clostridium_butyricum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83933,0,0,0,0,0,0,0,0,0,0,0,0,0,6409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_difficile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3553,0,0,0,31916,0,0,0,0,0,0,0,0,0,0,0,13371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9738,0,0,0,104329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_hiranonis,0,0,0,0,42654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Peptostreptococcus_stomatis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,180,0,0,0,0,0,0,0,0,0,0,2153,2655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,937,0,0,0,14012,0,0,0,0,0,0,94,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,353,0,0,0,0,0,0,0,0,0,3424,5192,0,90,0,0,0,0,0,0,0,0,0,100344,0,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4705,0,0,0,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2254,697,0,0,0,0,0,0,0,0,0,0,1156,0,0,0,4334,0,0,0,0,0,0,0,0,0,0,0,5010,0,0,0,0,0,848,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2352,0,1210,0,0,4511,0,0,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,1448,0,0,0,0,0,0,0,188,0,0,8725,0,0,9079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,0,9187,0,0,0,0,0,0,0,0,0,0,0,0,359,0,783,0,0,0,0,0
s__Peptostreptococcus_anaerobius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25711,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6172,0,0,300,85269,859,0,0,0,0,0,0,0
